,0
2998,2
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,2
3011,1
3012,1
3013,0
3014,1
3015,0
3016,0
3017,1
3018,2
3019,1
3020,1
3021,2
3022,1
3023,2
3024,0
3025,0
3026,2
3027,2
3028,2
3029,0
3030,1
3031,0
3032,2
3033,0
3034,1
3035,2
3036,2
3037,0
3038,2
3039,2
3040,0
3041,0
3042,0
3043,1
3044,0
3045,0
3046,2
3047,2
3048,2
3049,2
3050,2
3051,0
3052,0
3053,0
3054,1
3055,2
3056,0
3057,1
3058,2
3059,0
3060,2
3061,0
3062,0
3063,1
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,1
3072,2
3073,1
3074,2
3075,2
3076,0
3077,2
3078,0
3079,2
3080,0
3081,1
3082,0
3083,0
3084,2
3085,1
3086,1
3087,0
3088,2
3089,1
3090,0
3091,1
3092,2
3093,1
3094,0
3095,1
3096,2
3097,2
3098,2
3099,1
3100,1
3101,0
3102,1
3103,1
3104,1
3105,1
3106,2
3107,0
3108,0
3109,0
3110,1
3111,1
3112,0
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,0
3120,1
3121,1
3122,2
3123,2
3124,0
3125,0
3126,2
3127,1
3128,2
3129,2
3130,1
3131,2
3132,0
3133,1
3134,1
3135,1
3136,1
3137,1
3138,2
3139,1
3140,0
3141,2
3142,1
3143,1
3144,1
3145,0
3146,0
3147,1
3148,2
3149,0
3150,0
3151,0
3152,0
3153,1
3154,2
3155,2
3156,1
3157,1
3158,2
3159,1
3160,0
3161,1
3162,0
3163,0
3164,1
3165,1
3166,0
3167,1
3168,0
3169,1
3170,0
3171,0
3172,2
3173,1
3174,1
3175,1
3176,2
3177,1
3178,0
3179,0
3180,2
3181,0
3182,2
3183,1
3184,0
3185,0
3186,0
3187,2
3188,2
3189,1
3190,2
3191,1
3192,2
3193,1
3194,0
3195,0
3196,2
3197,0
3198,1
3199,0
3200,1
3201,1
3202,2
3203,1
3204,0
3205,1
3206,0
3207,1
3208,0
3209,0
3210,1
3211,1
3212,0
3213,1
3214,1
3215,0
3216,0
3217,2
3218,1
3219,0
3220,1
3221,2
3222,1
3223,0
3224,1
3225,0
3226,1
3227,1
3228,2
3229,1
3230,0
3231,2
3232,0
3233,1
3234,1
3235,0
3236,1
3237,2
3238,0
3239,1
3240,0
3241,0
3242,2
3243,2
3244,0
3245,0
3246,2
3247,2
3248,1
3249,1
3250,2
3251,1
3252,1
3253,1
3254,2
3255,1
3256,0
3257,2
3258,2
3259,1
3260,2
3261,2
3262,1
3263,1
3264,2
3265,1
3266,1
3267,2
3268,1
3269,2
3270,0
3271,2
3272,0
3273,1
3274,1
3275,2
3276,0
3277,1
3278,0
3279,1
3280,0
3281,1
3282,1
3283,2
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,0
3294,1
3295,1
3296,2
3297,0
3298,1
3299,1
3300,0
3301,2
3302,0
3303,0
3304,1
3305,1
3306,1
3307,1
3308,0
3309,1
3310,1
3311,0
3312,0
3313,1
3314,1
3315,2
3316,0
3317,0
3318,0
3319,1
3320,2
3321,1
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,0
3330,1
3331,2
3332,0
3333,2
3334,2
3335,2
3336,0
3337,0
3338,1
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,0
3346,0
3347,1
3348,0
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,2
3356,0
3357,0
3358,1
3359,0
3360,0
3361,2
3362,1
3363,2
3364,2
3365,1
3366,1
3367,2
3368,2
3369,2
3370,0
3371,0
3372,0
3373,1
3374,0
3375,1
3376,0
3377,1
3378,2
3379,1
3380,1
3381,1
3382,0
3383,0
3384,1
3385,1
3386,0
3387,0
3388,2
3389,2
3390,2
3391,0
3392,0
3393,0
3394,0
3395,0
3396,2
3397,1
3398,2
3399,2
3400,1
3401,0
3402,2
3403,2
3404,0
3405,0
3406,1
3407,1
3408,0
3409,0
3410,2
3411,2
3412,1
3413,1
3414,1
3415,1
3416,2
3417,2
3418,1
3419,1
3420,1
3421,2
3422,2
3423,2
3424,2
3425,2
3426,2
3427,0
3428,2
3429,2
3430,0
3431,1
3432,0
3433,0
3434,0
3435,0
3436,2
3437,2
3438,2
3439,1
3440,1
3441,2
3442,1
3443,1
3444,1
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,1
3452,2
3453,1
3454,1
3455,1
3456,1
3457,0
3458,0
3459,1
3460,0
3461,1
3462,1
3463,2
3464,2
3465,0
3466,2
3467,2
3468,1
3469,1
3470,1
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,2
3487,0
3488,1
3489,2
3490,2
3491,0
3492,1
3493,2
3494,2
3495,2
3496,1
3497,1
3498,1
3499,1
3500,2
3501,0
3502,0
3503,0
3504,0
3505,1
3506,0
3507,2
3508,2
3509,2
3510,2
3511,1
3512,1
3513,2
3514,1
3515,0
3516,0
3517,1
3518,0
3519,0
3520,0
3521,2
3522,2
3523,1
3524,0
3525,0
3526,1
3527,0
3528,2
3529,1
3530,0
3531,0
3532,0
3533,2
3534,2
3535,1
3536,2
3537,1
3538,2
3539,1
3540,2
3541,2
3542,1
3543,1
3544,0
3545,0
3546,1
3547,2
3548,1
3549,0
3550,0
3551,1
3552,1
3553,0
3554,1
3555,0
3556,2
3557,0
3558,2
3559,0
3560,1
3561,0
3562,2
3563,1
3564,0
3565,2
3566,0
3567,0
3568,1
3569,1
3570,1
3571,1
3572,0
3573,1
3574,1
3575,1
3576,2
3577,0
3578,0
3579,0
3580,1
3581,1
3582,1
3583,1
3584,1
3585,0
3586,0
3587,0
3588,0
3589,2
3590,0
3591,0
3592,2
3593,1
3594,0
3595,2
3596,0
3597,2
3598,2
3599,0
3600,0
3601,0
3602,0
3603,1
3604,1
3605,0
3606,1
3607,1
3608,2
3609,1
3610,0
3611,1
3612,2
3613,1
3614,0
3615,1
3616,2
3617,2
3618,0
3619,0
3620,1
3621,2
3622,0
3623,0
3624,2
3625,2
3626,1
3627,2
3628,1
3629,1
3630,0
3631,2
3632,2
3633,0
3634,1
3635,0
3636,2
3637,1
3638,0
3639,0
3640,1
3641,0
3642,1
3643,2
3644,2
3645,2
3646,0
3647,2
3648,2
3649,0
3650,0
3651,1
3652,2
3653,0
3654,1
3655,2
3656,2
3657,0
3658,1
3659,0
3660,1
3661,0
3662,1
3663,2
3664,2
3665,1
3666,1
3667,0
3668,2
3669,2
3670,0
3671,1
3672,0
3673,1
3674,0
3675,0
3676,0
3677,2
3678,0
3679,0
3680,1
3681,1
3682,1
3683,0
3684,1
3685,2
3686,1
3687,2
3688,0
3689,0
3690,2
3691,1
3692,1
3693,0
3694,0
3695,1
3696,1
3697,0
3698,0
3699,2
3700,0
3701,0
3702,0
3703,2
3704,0
3705,2
3706,0
3707,0
3708,1
3709,2
3710,0
3711,2
3712,0
3713,1
3714,2
3715,0
3716,2
3717,0
3718,1
3719,2
3720,2
3721,1
3722,0
3723,0
3724,0
3725,0
3726,1
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,1
3747,1
3748,1
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,1
3759,1
3760,0
3761,1
3762,1
3763,1
3764,2
3765,2
3766,1
3767,1
3768,1
3769,1
3770,0
3771,0
3772,2
3773,2
3774,0
3775,0
3776,2
3777,1
3778,2
3779,0
3780,0
3781,2
3782,0
3783,1
3784,1
3785,1
3786,0
3787,2
3788,0
3789,2
3790,0
3791,0
3792,0
3793,2
3794,0
3795,0
3796,2
3797,1
3798,0
3799,1
3800,1
3801,0
3802,0
3803,0
3804,0
3805,2
3806,1
3807,1
3808,2
3809,1
3810,1
3811,1
3812,1
3813,1
3814,1
3815,0
3816,1
3817,1
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,1
3826,1
3827,0
3828,0
3829,0
3830,0
3831,0
3832,2
3833,2
3834,2
3835,0
3836,0
3837,0
3838,2
3839,2
3840,2
3841,0
3842,1
3843,1
3844,1
3845,1
3846,0
3847,1
3848,1
3849,1
3850,1
3851,1
3852,1
3853,1
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3860,1
3861,0
3862,2
3863,0
3864,0
3865,0
3866,1
3867,2
3868,0
3869,0
3870,1
3871,0
3872,0
3873,1
3874,1
3875,0
3876,1
3877,1
3878,1
3879,1
3880,2
3881,0
3882,1
3883,1
3884,2
3885,1
3886,1
3887,0
3888,0
3889,1
3890,0
3891,2
3892,1
3893,1
3894,2
3895,1
3896,1
3897,1
3898,1
3899,1
3900,1
3901,0
3902,0
3903,2
3904,2
3905,1
3906,1
3907,2
3908,1
3909,0
3910,0
3911,0
3912,2
3913,1
3914,2
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,1
3923,1
3924,2
3925,2
3926,1
3927,1
3928,0
3929,1
3930,2
3931,1
3932,0
3933,1
3934,1
3935,0
3936,1
3937,1
3938,0
3939,1
3940,0
3941,2
3942,2
3943,0
3944,2
3945,0
3946,1
3947,1
3948,0
3949,0
3950,0
3951,0
3952,0
3953,2
3954,0
3955,0
3956,2
3957,0
3958,0
3959,1
3960,1
3961,2
3962,1
3963,1
3964,0
3965,0
3966,2
3967,0
3968,2
3969,0
3970,2
3971,1
3972,0
3973,1
3974,1
3975,0
3976,0
3977,2
3978,2
3979,0
3980,0
3981,0
3982,2
3983,1
3984,0
3985,1
3986,0
3987,2
3988,1
3989,1
3990,1
3991,0
3992,0
3993,2
3994,1
3995,0
3996,1
3997,2
3998,2
3999,2
4000,2
4001,2
4002,2
4003,0
4004,1
4005,1
4006,2
4007,2
4008,2
4009,1
4010,1
4011,2
4012,2
4013,1
4014,0
4015,0
4016,0
4017,0
4018,0
4019,1
4020,2
4021,0
4022,0
4023,2
4024,0
4025,0
4026,2
4027,0
4028,1
4029,0
4030,2
4031,2
4032,1
4033,0
4034,0
4035,2
4036,0
4037,1
4038,2
4039,1
4040,1
4041,2
4042,1
4043,0
4044,2
4045,2
4046,1
4047,2
4048,1
4049,0
4050,0
4051,2
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,2
4059,0
4060,0
4061,0
4062,0
4063,1
4064,1
4065,1
4066,1
4067,2
4068,0
4069,1
4070,0
4071,0
4072,1
4073,2
4074,2
4075,0
4076,1
4077,2
4078,0
4079,1
4080,1
4081,2
4082,2
4083,0
4084,0
4085,1
4086,2
4087,2
4088,1
4089,2
4090,1
4091,2
4092,0
4093,1
4094,1
4095,2
4096,0
4097,0
4098,1
4099,2
4100,1
4101,0
4102,0
4103,2
4104,0
4105,2
4106,2
4107,0
4108,0
4109,0
4110,2
4111,2
4112,0
4113,0
4114,2
4115,1
4116,1
4117,1
4118,0
4119,0
4120,0
4121,0
4122,0
4123,1
4124,2
4125,0
4126,2
4127,1
4128,1
4129,1
4130,1
4131,0
4132,0
4133,0
4134,0
4135,0
4136,2
4137,2
4138,1
4139,1
4140,1
4141,1
4142,0
4143,1
4144,0
4145,2
4146,0
4147,0
4148,2
4149,2
4150,0
4151,1
4152,2
4153,2
4154,0
4155,0
4156,0
4157,0
4158,0
4159,2
4160,2
4161,2
4162,2
4163,0
4164,1
4165,0
4166,2
4167,0
4168,0
4169,1
4170,0
4171,0
4172,1
4173,0
4174,2
4175,0
4176,0
4177,1
4178,2
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,2
4189,1
4190,1
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,1
4198,2
4199,0
4200,0
4201,2
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,2
4211,1
4212,1
4213,1
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,2
4225,0
4226,0
4227,1
4228,0
4229,2
4230,0
4231,0
4232,1
4233,2
4234,2
4235,0
4236,2
4237,2
4238,0
4239,0
4240,0
4241,2
4242,2
4243,2
4244,1
4245,1
4246,0
4247,0
4248,1
4249,1
4250,0
4251,0
4252,2
4253,0
4254,0
4255,0
4256,1
4257,0
4258,0
4259,0
4260,1
4261,1
4262,1
4263,1
4264,2
4265,1
4266,1
4267,0
4268,1
4269,0
4270,1
4271,1
4272,1
4273,2
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,0
4281,1
4282,1
4283,0
4284,1
4285,1
4286,1
4287,2
4288,2
4289,1
4290,1
4291,1
4292,1
4293,2
4294,2
4295,1
4296,2
4297,0
4298,2
4299,1
4300,1
4301,0
4302,0
4303,2
4304,1
4305,0
4306,2
4307,2
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,1
4315,0
4316,1
4317,0
4318,0
4319,1
4320,1
4321,1
4322,1
4323,0
4324,0
4325,1
4326,0
4327,2
4328,2
4329,2
4330,2
4331,1
4332,1
4333,0
4334,1
4335,1
4336,2
4337,1
4338,1
4339,1
4340,1
4341,1
4342,2
4343,1
4344,1
4345,1
4346,0
4347,0
4348,1
4349,2
4350,2
4351,1
4352,0
4353,1
4354,1
4355,2
4356,0
4357,0
4358,1
4359,0
4360,1
4361,1
4362,1
4363,1
4364,2
4365,0
4366,2
4367,2
4368,0
4369,0
4370,1
4371,1
4372,0
4373,0
4374,0
4375,2
4376,0
4377,0
4378,2
4379,1
4380,0
4381,0
4382,1
4383,2
4384,1
4385,2
4386,0
4387,2
4388,0
4389,2
4390,1
4391,2
4392,0
4393,0
4394,2
4395,2
4396,1
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,2
4404,2
4405,0
4406,1
4407,1
4408,2
4409,1
4410,1
4411,1
4412,1
4413,1
4414,0
4415,0
4416,1
4417,1
4418,1
4419,1
4420,2
4421,2
4422,1
4423,1
4424,1
4425,1
4426,0
4427,0
4428,1
4429,1
4430,1
4431,0
4432,1
4433,1
4434,2
4435,1
4436,1
4437,0
4438,0
4439,0
4440,0
4441,1
4442,1
4443,0
4444,0
4445,0
4446,1
4447,2
4448,2
4449,0
4450,1
4451,0
4452,0
4453,0
4454,0
4455,2
4456,0
4457,1
4458,2
4459,2
4460,2
4461,0
4462,0
4463,0
4464,1
4465,2
4466,2
4467,0
4468,0
4469,0
4470,2
4471,2
4472,0
4473,2
4474,0
4475,0
4476,0
4477,0
4478,1
4479,0
4480,2
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,1
4491,2
4492,0
4493,0
4494,2
4495,0
4496,2
4497,1
4498,1
4499,1
4500,1
4501,0
4502,2
4503,1
4504,1
4505,2
4506,2
4507,2
4508,2
4509,2
4510,2
4511,2
4512,0
4513,0
4514,1
4515,0
4516,0
4517,0
4518,2
4519,2
4520,2
4521,2
4522,2
4523,2
4524,0
4525,0
4526,0
4527,0
4528,2
4529,1
4530,1
4531,1
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,1
4540,1
4541,1
4542,2
4543,2
4544,2
4545,0
4546,0
4547,2
4548,0
4549,2
4550,2
4551,1
4552,1
4553,2
4554,0
4555,0
4556,2
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,1
4569,2
4570,0
4571,0
4572,0
4573,1
4574,2
4575,0
4576,2
4577,2
4578,0
4579,1
4580,2
4581,2
4582,0
4583,2
4584,1
4585,1
4586,0
4587,2
4588,0
4589,1
4590,1
4591,1
4592,0
4593,1
4594,0
4595,0
4596,2
4597,0
4598,2
4599,0
4600,2
4601,1
4602,0
4603,0
4604,0
4605,2
4606,0
4607,1
4608,0
4609,0
4610,2
4611,0
4612,0
4613,0
4614,2
4615,2
4616,2
4617,1
4618,1
4619,0
4620,0
4621,0
4622,1
4623,1
4624,0
4625,0
4626,1
4627,1
4628,1
4629,0
4630,0
4631,1
4632,2
4633,0
4634,1
4635,0
4636,0
4637,0
4638,1
4639,2
4640,0
4641,0
4642,2
4643,1
4644,0
4645,1
4646,2
4647,1
4648,1
4649,1
4650,1
4651,0
4652,2
4653,0
4654,0
4655,2
4656,2
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,2
4666,0
4667,0
4668,0
4669,2
4670,1
4671,0
4672,2
4673,0
4674,0
4675,0
4676,0
4677,2
4678,0
4679,1
4680,1
4681,0
4682,2
4683,0
4684,0
4685,0
4686,0
4687,0
4688,2
4689,1
4690,1
4691,0
4692,0
4693,2
4694,1
4695,0
4696,2
4697,2
4698,1
4699,0
4700,0
4701,0
4702,0
4703,1
4704,1
4705,0
4706,1
4707,2
4708,2
4709,2
4710,1
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,1
4719,1
4720,0
4721,1
4722,0
4723,0
4724,0
4725,0
4726,2
4727,0
4728,0
4729,1
4730,0
4731,0
4732,0
4733,0
4734,1
4735,2
4736,0
4737,1
4738,0
4739,2
4740,0
4741,1
4742,2
4743,2
4744,1
4745,0
4746,2
4747,1
4748,1
4749,2
4750,1
4751,0
4752,0
4753,2
4754,0
4755,2
4756,0
4757,1
4758,2
4759,1
4760,2
4761,2
4762,0
4763,0
4764,2
4765,0
4766,1
4767,0
4768,1
4769,0
4770,0
4771,0
4772,2
4773,2
4774,2
4775,0
4776,0
4777,0
4778,2
4779,0
4780,1
4781,2
4782,0
4783,0
4784,1
4785,1
4786,0
4787,1
4788,2
4789,1
4790,1
4791,0
4792,0
4793,1
4794,1
4795,2
4796,2
4797,1
4798,1
4799,0
4800,0
4801,1
4802,0
4803,0
4804,2
4805,0
4806,2
4807,1
4808,1
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,0
4816,2
4817,1
4818,1
4819,1
4820,0
4821,0
4822,0
4823,2
4824,0
4825,0
4826,2
4827,2
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,1
4835,0
4836,2
4837,0
4838,0
4839,1
4840,0
4841,2
4842,0
4843,0
4844,1
4845,1
4846,2
4847,2
4848,1
4849,2
4850,1
4851,1
4852,0
4853,2
4854,0
4855,1
4856,2
4857,2
4858,0
4859,1
4860,0
4861,1
4862,2
4863,1
4864,0
4865,1
4866,0
4867,0
4868,2
4869,2
4870,1
4871,1
4872,2
4873,2
4874,0
4875,0
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,0
4883,0
4884,0
4885,0
4886,0
4887,1
4888,2
4889,0
4890,0
4891,0
4892,0
4893,0
4894,2
4895,2
4896,2
4897,1
4898,0
4899,1
4900,0
4901,0
4902,0
4903,1
4904,1
4905,1
4906,1
4907,1
4908,1
4909,1
4910,1
4911,1
4912,2
4913,2
4914,1
4915,1
4916,2
4917,1
4918,2
4919,0
4920,1
4921,1
4922,2
4923,0
4924,1
4925,1
4926,0
4927,1
4928,0
4929,0
4930,2
4931,2
4932,2
4933,2
4934,2
4935,2
4936,2
4937,2
4938,2
4939,2
4940,2
4941,0
4942,2
4943,0
4944,2
4945,0
4946,2
4947,2
4948,1
4949,0
4950,0
4951,2
4952,2
4953,2
4954,0
4955,1
4956,0
4957,2
4958,0
4959,1
4960,0
4961,1
4962,0
4963,2
4964,1
4965,0
4966,0
4967,0
4968,2
4969,2
4970,2
4971,0
4972,0
4973,0
4974,2
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,2
4982,2
4983,1
4984,1
4985,1
4986,0
4987,0
4988,1
4989,0
4990,2
4991,1
4992,1
4993,1
4994,0
4995,2
4996,1
4997,1
4998,0
4999,0
5000,0
5001,1
5002,1
5003,1
5004,2
5005,0
5006,2
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,2
5015,2
5016,0
5017,1
5018,1
5019,0
5020,1
5021,2
5022,0
5023,1
5024,1
5025,1
5026,1
5027,1
5028,1
5029,1
5030,1
5031,1
5032,1
5033,2
5034,2
5035,1
5036,1
5037,1
5038,1
5039,2
5040,2
5041,1
5042,1
5043,1
5044,2
5045,1
5046,1
5047,2
5048,2
5049,2
5050,0
5051,0
5052,0
5053,2
5054,0
5055,0
5056,1
5057,0
5058,0
5059,2
5060,2
5061,2
5062,2
5063,0
5064,0
5065,0
5066,1
5067,2
5068,1
5069,1
5070,2
5071,2
5072,1
5073,1
5074,2
5075,1
5076,1
5077,0
5078,0
5079,2
5080,1
5081,1
5082,2
5083,2
5084,1
5085,0
5086,0
5087,1
5088,1
5089,2
5090,0
5091,0
5092,1
5093,2
5094,2
5095,0
5096,0
5097,0
5098,2
5099,2
5100,0
5101,1
5102,1
5103,1
5104,0
5105,2
5106,2
5107,2
5108,2
5109,1
5110,0
5111,0
5112,0
5113,0
5114,0
5115,2
5116,1
5117,0
5118,0
5119,2
5120,2
5121,1
5122,0
5123,0
5124,1
5125,1
5126,2
5127,1
5128,1
5129,0
5130,0
5131,1
5132,1
5133,1
5134,1
5135,1
5136,0
5137,2
5138,1
5139,1
5140,1
5141,1
5142,1
5143,1
5144,1
5145,2
5146,0
5147,2
5148,0
5149,2
5150,2
5151,1
5152,1
5153,0
5154,2
5155,0
5156,0
5157,1
5158,2
5159,1
5160,0
5161,1
5162,0
5163,2
5164,2
5165,1
5166,0
5167,0
5168,1
5169,0
5170,2
5171,2
5172,1
5173,0
5174,1
5175,1
5176,0
5177,0
5178,0
5179,0
5180,2
5181,0
5182,1
5183,1
5184,1
5185,1
5186,0
5187,0
5188,2
5189,0
5190,0
5191,2
5192,0
5193,0
5194,2
5195,1
5196,0
5197,0
5198,1
5199,0
5200,2
5201,0
5202,0
5203,0
5204,1
5205,0
5206,0
5207,0
5208,2
5209,2
5210,1
5211,0
5212,1
5213,1
5214,2
5215,0
5216,1
5217,1
5218,2
5219,1
5220,0
5221,0
5222,0
5223,0
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,0
5231,0
5232,1
5233,1
5234,0
5235,1
5236,1
5237,0
5238,1
5239,1
5240,1
5241,2
5242,2
5243,2
5244,1
5245,1
5246,0
5247,1
5248,0
5249,2
5250,1
5251,0
5252,1
5253,1
5254,1
5255,2
5256,1
5257,0
5258,1
5259,0
5260,0
5261,0
5262,2
5263,1
5264,2
5265,1
5266,0
5267,1
5268,1
5269,1
5270,1
5271,0
5272,0
5273,1
5274,0
5275,1
5276,1
5277,1
5278,1
5279,0
5280,1
5281,1
5282,1
5283,1
5284,1
5285,0
5286,1
5287,1
5288,1
5289,1
5290,2
5291,1
5292,0
5293,1
5294,0
5295,1
5296,1
5297,1
5298,1
5299,1
5300,2
5301,1
5302,1
5303,0
5304,1
5305,2
5306,0
5307,0
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,2
5318,1
5319,1
5320,1
5321,1
5322,1
5323,0
5324,1
5325,1
5326,1
5327,0
5328,2
5329,0
5330,2
5331,2
5332,2
5333,2
5334,1
5335,0
5336,0
5337,0
5338,0
5339,1
5340,2
5341,2
5342,0
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,2
5352,2
5353,2
5354,0
5355,1
5356,2
5357,1
5358,1
5359,1
5360,0
5361,1
5362,1
5363,0
5364,0
5365,0
5366,1
5367,0
5368,0
5369,0
5370,2
5371,1
5372,2
5373,0
5374,0
5375,0
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,0
5384,1
5385,0
5386,0
5387,1
5388,1
5389,1
5390,2
5391,0
5392,1
5393,2
5394,2
5395,0
5396,0
5397,1
5398,1
5399,1
5400,1
5401,0
5402,0
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,1
5410,0
5411,1
5412,2
5413,1
5414,1
5415,1
5416,1
5417,2
5418,2
5419,2
5420,0
5421,0
5422,0
5423,2
5424,2
5425,0
5426,0
5427,0
5428,0
5429,2
5430,2
5431,1
5432,1
5433,1
5434,2
5435,1
5436,1
5437,1
5438,1
5439,1
5440,1
5441,1
5442,1
5443,2
5444,2
5445,0
5446,2
5447,2
5448,2
5449,1
5450,0
5451,0
5452,0
5453,0
5454,2
5455,2
5456,1
5457,1
5458,1
5459,1
5460,1
5461,1
5462,2
5463,2
5464,2
5465,2
5466,1
5467,1
5468,2
5469,1
5470,1
5471,1
5472,1
5473,1
5474,1
5475,1
5476,0
5477,1
5478,1
5479,1
5480,1
5481,2
5482,2
5483,2
5484,0
5485,0
5486,0
5487,2
5488,0
5489,1
5490,1
5491,0
5492,1
5493,2
5494,2
5495,2
5496,0
5497,2
5498,2
5499,1
5500,0
5501,0
5502,1
5503,0
5504,0
5505,0
5506,0
5507,1
5508,0
5509,0
5510,2
5511,0
5512,0
5513,0
5514,1
5515,1
5516,2
5517,1
5518,1
5519,0
5520,1
5521,1
5522,2
5523,1
5524,1
5525,1
5526,0
5527,0
5528,2
5529,2
5530,0
5531,2
5532,1
5533,2
5534,0
5535,0
5536,1
5537,1
5538,2
5539,1
5540,2
5541,2
5542,2
5543,1
5544,1
5545,0
5546,1
5547,0
5548,0
5549,0
5550,1
5551,2
5552,0
5553,1
5554,0
5555,0
5556,1
5557,1
5558,1
5559,0
5560,2
5561,1
5562,2
5563,0
5564,1
5565,1
5566,2
5567,0
5568,1
5569,1
5570,1
5571,2
5572,1
5573,0
5574,2
5575,0
5576,2
5577,1
5578,2
5579,2
5580,1
5581,2
5582,0
5583,0
5584,2
5585,2
5586,0
5587,2
5588,1
5589,0
5590,0
5591,1
5592,1
5593,1
5594,1
5595,1
5596,0
5597,0
5598,0
5599,0
5600,0
5601,2
5602,0
5603,2
5604,0
5605,1
5606,1
5607,1
5608,1
5609,0
5610,0
5611,0
5612,1
5613,2
5614,1
5615,1
5616,1
5617,1
5618,2
5619,0
5620,0
5621,2
5622,0
5623,2
5624,1
5625,1
5626,0
5627,0
5628,1
5629,0
5630,0
5631,1
5632,1
5633,1
5634,0
5635,1
5636,1
5637,1
5638,2
5639,1
5640,1
5641,2
5642,0
5643,1
5644,1
5645,2
5646,1
5647,1
5648,2
5649,0
5650,1
5651,2
5652,1
5653,1
5654,1
5655,2
5656,0
5657,1
5658,0
5659,0
5660,0
5661,2
5662,1
5663,2
5664,1
5665,0
5666,0
5667,0
5668,1
5669,0
5670,0
5671,0
5672,0
5673,0
5674,1
5675,1
5676,1
5677,0
5678,0
5679,1
5680,1
5681,2
5682,0
5683,1
5684,0
5685,1
5686,1
5687,1
5688,1
5689,0
5690,0
5691,0
5692,2
5693,1
5694,1
5695,0
5696,0
5697,2
5698,1
5699,1
5700,1
5701,1
5702,1
5703,0
5704,1
5705,0
5706,1
5707,0
5708,2
5709,1
5710,1
5711,0
5712,0
5713,1
5714,0
5715,1
5716,0
5717,0
5718,0
5719,2
5720,2
5721,0
5722,2
5723,1
5724,0
5725,1
5726,2
5727,2
5728,2
5729,0
5730,0
5731,1
5732,0
5733,0
5734,1
5735,0
5736,2
5737,2
5738,2
5739,0
5740,0
5741,0
5742,0
5743,1
5744,1
5745,1
5746,0
5747,0
5748,0
5749,0
5750,0
5751,1
5752,1
5753,1
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,2
5762,2
5763,0
5764,0
5765,2
5766,0
5767,0
5768,2
5769,2
5770,0
5771,2
5772,0
5773,0
5774,0
5775,0
5776,0
5777,2
5778,1
5779,2
5780,0
5781,0
5782,0
5783,0
5784,2
5785,2
5786,0
5787,0
5788,0
5789,0
5790,2
5791,0
5792,0
5793,0
5794,2
5795,0
5796,0
